id,ew,ns,age,SES,pf
184,-0.21003,-1.41334,6,0.08381,11.7861
184,-0.21003,-1.41334,6,0.08381,12.3609
185,-1.31137,-1.25144,4,-0.85092,10.1426
185,-1.31137,-1.25144,4,-0.85092,11.2612
185,-1.31137,-1.25144,4,-0.85092,9.3139
186,-1.11491,0.97559,7,-0.63206,11.0989
186,-1.11491,0.97559,7,-0.63206,11.2635
186,-1.11491,0.97559,7,-0.63206,8.0854
187,0.75569,0.41946,5,0.84208,9.2775
187,0.75569,0.41946,5,0.84208,10.1971
187,0.75569,0.41946,5,0.84208,10.9995
188,-0.82946,0.23613,6,1.27006,13.5016
188,-0.82946,0.23613,6,1.27006,10.7389
188,-0.82946,0.23613,6,1.27006,11.9948
189,0.1444,1.02699,2,-0.6375,7.9618
189,0.1444,1.02699,2,-0.6375,11.0149
189,0.1444,1.02699,2,-0.6375,9.9954
190,0.39461,-1.84294,8,0.75632,11.4872
190,0.39461,-1.84294,8,0.75632,12.1737
190,0.39461,-1.84294,8,0.75632,10.2605
191,-0.93771,-0.97944,6,0.04298,10.2665
191,-0.93771,-0.97944,6,0.04298,11.4939
191,-0.93771,-0.97944,6,0.04298,10.212
192,1.64339,-0.17961,3,0.69684,12.4118
192,1.64339,-0.17961,3,0.69684,12.3852
192,1.64339,-0.17961,3,0.69684,10.5891
193,1.10312,-0.71607,6,0.33076,10.5266
193,1.10312,-0.71607,6,0.33076,11.0661
193,1.10312,-0.71607,6,0.33076,11.3195
194,0.07315,2.51803,6,-1.18656,10.2498
194,0.07315,2.51803,6,-1.18656,10.6519
194,0.07315,2.51803,6,-1.18656,9.1864
195,0.90982,0.57762,5,3.0746,12.9666
195,0.90982,0.57762,5,3.0746,13.709
195,0.90982,0.57762,5,3.0746,13.9977
196,-0.59027,0.60653,5,-0.08713,10.3068
196,-0.59027,0.60653,5,-0.08713,9.1714
196,-0.59027,0.60653,5,-0.08713,9.336
197,-0.28121,0.88312,2,-0.21478,10.2812
197,-0.28121,0.88312,2,-0.21478,8.5478
197,-0.28121,0.88312,2,-0.21478,9.127
198,0.75396,-0.05635,6,0.99098,11.9988
198,0.75396,-0.05635,6,0.99098,11.0451
198,0.75396,-0.05635,6,0.99098,11.8264
199,-0.47224,0.69503,6,0.52091,12.4876
199,-0.47224,0.69503,6,0.52091,11.7564
199,-0.47224,0.69503,6,0.52091,9.1957
200,0.53966,0.48084,8,0.82307,13.2348
200,0.53966,0.48084,8,0.82307,10.5302
200,0.53966,0.48084,8,0.82307,11.8599
